,Q,A,labeling
7950, 오 그럼 나는 거기서 크림 하나만!, 나 거기 로카 후리스 그거 갖고 싶어 ㅠㅠ,0
7951, 헐 그럼 나도 후리스 하나만 ㅠㅠ, 헐랭 만약 보게 되면 사다 줘 ㅠㅠ,0
7952, 오늘 노태우 전 대통령 돌아가셨대ㅠㅠ, 그 분 언제 대통령 하셨던 분이지 ...,0
7953, 엄청 오래됐는데 징역 살았지않아?, 나 진짜 사회에 많이 관심이 없나봐 ㅠㅠ,0
7954, 그래서 대통령 예우도 박탈당했잖아, 헐 그런 몰랐네,0
7955, 그래서 대통령 예우도 박탈당했잖아, 이름만 들으면 누군지 몰랐을 듯 키키,0
7956, 내가 알던 대통령들이 점점 사라져가ㅠ, 이런거 보면 시간이 정말 빨리가,0
7957, 응ㅎ 이런 기사보면 더 그런거같아, 그러게 내년에 투표도 있는거 알지?,0
7958, 맞아 투표는 국민의 권리이니까 하하, 웅 젊은 사람들도 많이 참여 한다고 하더라 하하,0
7959, 나 피부 태닝하러 가려고, 그거 겨울철에도 할 수 있는 거야?,0
7960, 이것도 전에 태닝했었던 거야! 응, 오 대박 그거 하면 좋아?,0
7961, 나 다니는 헬스장에 기계가 있어, 어 맞아 요즘은 기계로 나왔다고 그러더라!,0
7962, 응 하하 한번 할 때 금액도 그렇게 안 비싸, 오 헬스장에서 하면 얼마나 하는데?,0
7963, 음 한번 하는데 5만 원도 안 해, 대박 그거 원래 몇 십만 원 하는 거 맞지?,0
7964, 태닝 기계로 하면 좀 비싸지, 아항 한번 하고 알려 줘 키키,0
7965, 다들 요즘 클라이밍인가? 하더라, 어 암벽등반 그런거 말 하는거 맞지?,0
7966, 응 아니 진짜 재밌어 보여, 그거 나 아는애 했는데 물집 엄청 잡혔대 ㅠㅠ,0
7967, 아무래도 손 힘이 세야하나봐, 웅 손 많이 써서 그런거 같더라고 ㅠㅠ,0
7968," 와,, 그래도 성취감 장난 아닐듯", 그래서 그렇게 살 다 터지면 일주일 쉬고 그래야 된다고 하더라!,0
7969, 와 한번 하는데 체력이 장난 아니네, 그거 좀 나을 때까지 기다려야 되나봐 ㅠㅠ,0
7970, 응 아무래도 올라달때 집중해야지, 근데 재밌어서 그렇게 아픈데도 계속 하는거 같더라고 키키,0
7971, 나 코로나 풀리면 순례길 갈꺼야, 아 나도 코로나 풀리면 놀러 다닐거야 ㅠㅠ,0
7972, 응 산티아고 순례길 인가?, 그거 어디 예능에 나왔어?,0
7973, 차승원 나오는 예능일 걸?, 원래 길들이 가면 엄청 힘들더라고 ㅠㅠ,0
7974, 차승원 나오는 예능일 걸?,2 ; 아 유해진이랑 나온 거?,0
7975, 고생끝에 달콤함이 온다고 했어!, 오오 맞아 나 그거 본 거 같아 숙소 잡아서 사람들 밥 해준거!,0
7976, 근데 비용도 좀 들겠지?, 아 거기 나도 한번 가보고 싶긴 하더라 키키 응 거기 비용 꽤 들듯,0
7977, 흠 그럼 지금부터 돈 모아야지, 나도 코로나 전에 열심히 모아봐야겠다 키키,0
7978, 나 부동산 보러 왔어!, 오 너 이번에 이사 가려고?,0
7979, 아니 이번에 전세로 옮기려고!, 아 지금 사는 곳은 전세로 변경은 안돼?,0
7980, 아휴, 맞아 전세 구하는 게 어렵다고 그러더라 ㅠㅠ,0
7981, 응 지금 여기저기 알아보고 있어, 힘들더라도 다 돌아 다녀서 좋은 곳으로 들어가!,0
7982, 진짜 월세가 훨씬 많아 ㅠ, 월세 아니면 다 매매라고 그러더라 ㅠㅠ,0
7983, 주로 지하철 역 근처로!, 아 역세권~,0
7984, 주로 지하철 역 근처로!, 그럼 금액은 꽤 나가겠다 ㅠㅠ,0
7985, 이번에 학원 끊으려는데 너무 비싸네ㅠㅠ, 요즘 학원비는 어느 정도 나가는데 ㅠㅠ,0
7986, 한 한달에 보통 50만원?, 헐 요즘 학원비 장난 아니긴 하네 ㅠㅠ,0
7987, 근데 안다니면 공부를 못하니까, 넌 인강보단 학원을 더 선호 한다고 했었나?,0
7988, 응 하하 나는 인강은 너무 잠와서ㅠ, 맞아 공부 안하면 뒤쳐져서 하긴 해야되는데 ㅠㅠ,0
7989, 응 하하 나는 인강은 너무 잠와서ㅠ, 인강이 더 저렴하잖아!,0
7990, 더 저렴하긴한데 내가 안볼까봐ㅠㅠ, 맞아 의지가 부족해서 공부 안할거 같긴 해 키키,0
7991, 응 학원 다니면서 뽕 뽑을거야!, 응 비싸더라도 그냥 학원 다녀 키키,0
7992, 너희 다들 배우 윤여정 알아?, 웅 윤여정 선생님 당연히 알고 있지!,0
7993, 이번에 금관 문화 훈장 받았대!, 금관 문화 훈장?,0
7994, 이번에 금관 문화 훈장 받았대!, 그건 무슨 상이야?,0
7995, 그거 국가에서 주는 훈장이야 하하, 오 대박 어떻게 받으신 거래?,0
7996, 아무래도 오스카에서 상을 받아서?, 역시 윤여정 선생님... 멋있어!,0
7997, 응 하하 진짜 같은 여자로써 멋있다, 맞아 연기 도전 하시는 것도 그렇고 하하,0
7998," 윤여정 님처럼 늙고 싶다, 우아하고 멋있게", 어 나도 그렇게 늙고 싶어 ㅠㅠ,0
7999, 나 이번에 수족관 하나 샀어 하하, 오 대박 누구 키우려고 키키,0
8000, 강아지나 고양이는 키우기 싫어서 물고기!, 물고기 구피 키우려고?,0
8001, 강아지나 고양이는 키우기 싫어서 물고기!, 물고기 종류 잘 몰라 키키,0
8002, 내가 꾸준하게 청소해주면 되지, 응 그거 고무장갑 끼고 엄청 닦아야 해 키키,0
8003, 아직은 몰라 이제 사러 가봐야지, 가서 이쁜 물고기 겟 해와 키키,0
8004, 몰라 마트 안에 팔고 있던데...?, 어 그럼 구피일 확률 매우 높겠군,0
8005, 너 다른 먹을 거 사려고 하는 거지, 키키 그런 듯,0
8006, 너 다른 먹을 거 사려고 하는 거지, 내 간식도 사다 줘,0
8007, 내 동생이 먼저 시집가다니..., 아 동생 이번에 결혼 해?,0
8008, 응.. 나보다 먼저 가다니^^, 그러게 너네 동생 나보다도 일찍 가네... 우울,0
8009, 내 동생이 벌써 시집을 가냐 어떻게, 그러니까 동생도 이제 다 큰 거야 키키,0
8010, 내 말이 항상 어리게만 봤는데, 아직 우리한테는 애기처럼 보이는데 키키,0
8011, 내 말이 항상 어리게만 봤는데, 어른 다 됐네 키키,0
8012, 그러니까 이제 좀 잘 해줘야겠네 키키, 나중에 어엿한 아빠 돼 있어도 신기 할 듯 키키,0
8013," 어, 가전제품 하나 사 줘야지", 응 그치 하나 넣어 줘야지...,0
8014," 어, 가전제품 하나 사 줘야지", 내 돈 안녕,0
8015, 요즘 연봉 다 높게 책정되나?, 요즘 연봉 잘 안 오르지 않아?,0
8016, 아니 새로 들어온 신입이랑 연봉이 비슷한 거같아, 아 뭐지 그건 좀 아닌거 같은데 물어봐바,0
8017, 얘기하다가 보니까 그런 거 같더라고ㅠ, 헐 뭔가 그러면 기분 상해 ㅠㅠ,0
8018, 그래서 내일 선임한테 물어보려고 ㅠ, 어어 한번 물어봐바 ㅠㅠ,0
8019, 그래서 내일 선임한테 물어보려고 ㅠ, 비슷하면 기분 엄청 상할 거 같아 난 ㅠㅠ,0
8020, 응 내일 바로 물어볼거야, 내가 한게 있는데 신입이랑 같으면 억울하지,0
8021, 응 그래서 바로 협상 할거야, 웅 비슷하면 바로 연봉 올려버려!,0
8022, 이번에 카카오페이 청약 했어?, 아니 나는 청약 다른데에 있어!,0
8023, 응 주식 공모주 말하는 거야!, 엥 내가 아는 청약이랑 다른 거 말하는 거야?,0
8024, 응 주식 공모주 말하는 거야!, 그게 뭐야 ㅠㅠ,0
8025, 아 이제 회사가 코스피에 상장한다는 말이야, 공모주 그거 하면 뭐가 좋은 거야?,0
8026," 음, 돈 안 잃고 돈 버는거?", 와 나는 지금 다른 세계에 온 거 같아... 하나도 모르겠어 ㅠㅠ,0
8027, 응 이번에 우리 부모님도 하셨어 하하, 그런 거 뭐 좋은 소식 있음 나도 좀 알려줘 ㅠㅠ,0
8028, 그래 11월에 다시 알려줄게 하하, 난 하나도 몰라 가르쳐 줘야 해 ㅠㅠ 흑흑,0
8029, 너희 아이돌 있지 알아?, 어 알지 그 제이와피에서 나온 애들 키키,0
8030, 응 이번에 일본 진출했데 하하, 아 이제 일본으로 나가는구나 키키,0
8031, 응 그리고 빌보드에도 자체 기록 세웠대, 대형 기획사 아이돌은 진짜 데뷔하면 성공 확정이더라 키키,0
8032, 그 기록은 자세하게 몰라...키키, 우리 케이팝 더 성장해서 알려져야 되는데 키키,0
8033, 아무래도 대형 기획사니까 잘 밀어주네, 맞아 그냥 난 우리나라 성장 했으면 좋겠어 키키,0
8034, 응 나도 케이팝이 제일 좋아, 방탄 소년단 너무 고마워요 ㅠㅠ,0
8035, 응 나도 케이팝이 제일 좋아, 케이팝 최고,0
8036, 나 이번에 네일 했어 하하, 오 가을에 어울리게 이쁜 거 했어?,0
8037, 응 튀는 거 싫어서 단색으로, 웅 난 단색으로 깔끔한게 더 좋더라 하하,0
8038, 그래서 일부러 어두운색 했어, 오 굳굳 지금 날씨랑 딱 어울려!,0
8039, 응 겨울이기도 하고 분위기 내고 싶어서, 잘했어 하하,0
8040, 응 겨울이기도 하고 분위기 내고 싶어서, 좀 더 지나면 블링블링도 도전하자 키키,0
8041, 아니~ 겨울은 샌들은 안신으니까, 맞아 양말 두꺼운거 신어야 돼서 하면 안돼 키키,0
8042, 맞아 그건 주로 여름에 하더라, 와 나 방금 발톱 봤는데 깍아야겠당 하하,0
8043, 요즘은 요가가 핫 하다며?, 웅 맞아 요가 많이들 하더라 키키,0
8044, 핫요가도 있고 그냥 요가도 있고!, 나는 플라잉요가가 나랑 잘 맞더라고!,0
8045, 요가 종류가 많아서 모르겠어..., 요가는 그냥 하는 거고 핫 요가는 따뜻한데서 하는 거 아니야?...,0
8046, 띠뜻한 곳에서 해서 핫 요가야?, 그래서 핫 요가 아니야? 땀 많이 빼서... 키키,0
8047, 응 그거 대기구 이용해서 하는거!, 기구 필라테스 나도 여유 되면 해보고 싶어 키키,0
8048, 응 나도 조만간 배워볼거야, 그거 진짜 좋다고 하던데 ㅠㅠ 체험 해주는데 어디 없나 하하,0
8049, 나 티비로 인강 들었다 ㅠ, 요즘 티비로 인강도 나와?,0
8050, 응 근데 부족한 부분은 내가 따로 들어야 돼, 웅 그래도 무료 강의가 어디야 키키,0
8051, 응 그냥 컴퓨터로 들어야겠어 ㅠㅠ, 이것 저것 너한테 맞는 거 찾아서 들어 키키,0
8052, 응 그래서 이것저것 보고 있어, 웅 열심히 공부 해야지 ㅠㅠ,0
8053, 응 그래야 순수 공부 시간을 알지!, 오 대박 그런 것도 놓고 하는구나,0
8054, 보통 오디오도 같이 사나 요즘?, 오디오?,0
8055, 보통 오디오도 같이 사나 요즘?, 그 라디오 같은 거 말 하는 거지?,0
8056, 응 약간 티비 소리가 약한 거 같아서, 아 스피커 불륨 조절 하는거?,0
8057, 응응 소리를 좀 더 풍성하게 하려고, 맞아 우버 그거 영화랑 드라마 그런 거 다양하게 구분 되어 있더라,0
8058, 요즘엔 디자인 용도로도 오디오가 나온다고 ㅠ, 웅 맞아 옆에 간지용으로 많이 두더라 키키,0
8059, 마셸인가 유명한 브랜드 있던데, 기능 보단 디자인이 더 중요한 듯 하하,0
8060, 응 근데 그건 디자인도 이뻐, 난 관심이 없어서 한번 봐야겠다 키키,0
8061, 나 이번에 앱으로 택배 보냈어~, 오 앱으로 택배 보내는 것도 있어?,0
8062," 앱에 그냥 입력하니까 되던데,", 앱에 신청하면 방문해서 수거 하는거야?,0
8063, 응 요즘은 전화 안하고 앱으로 다하잖아 하하, 나는 택배 하려면 맨날 우체국 갔는데 키키,0
8064, 요즘 못 하는 게 없어, 진짜 요즘 너무 편리해져서 살기 편해 키키,0
8065, 응 그냥 반품신청 버튼만 눌리면 끝이야, 앱으로 신청하면 일반 요금보다 더 저렴해?,0
8066, 요즘은 거의 다 무료 반품!, 오 대박 진짜 좋다 키키 앱 설치 해야지 하하,0
8067, 어제 테슬라 천불 넘었데!, 워메 거긴 갈 수록 대박 이구만 키키,0
8068, 그러니까 어제 미국에서 난리가 났다나봐ㅋ, 지금 거기 들어가기엔 너무 늦었겟지 키키,0
8069, 미국 시장이 이렇게 좋을 줄이야..., 거기 새로운 공장도 짓고 있다던데 ㅠㅠ,0
8070, 응 테슬라 때문에 우리나라 회사도 점점 좋아지고 있대 하하, 오 진짜?,0
8071, 응 테슬라 때문에 우리나라 회사도 점점 좋아지고 있대 하하, 우리나라는 왜 좋아지는건데?,0
8072, 응 쟤말처럼 관련된 회사들이 있으니까, 아 우리나라에 관련되있는 회사가 많은가보네 키키,0
8073, 대단해, 나도 주식 공부하면서 찾아 봐야겠다 키키,0
8074, 내 친구 공차에서 일하는데 손님 장난아니래, 아 공차는 어딜가든 사람 진짜 많더라!,0
8075, 그래서 다크가 장난아니더라, 나 거기서 보라색 음료수 나도 좋아해 키키,0
8076, 그래서 다크가 장난아니더라, 많이 먹음,0
8077, 아니 그게 제일 잘 나가서 극혐이래, 키키 아 진짜?,0
8078, 아니 그게 제일 잘 나가서 극혐이래, 근데 그게 제일 맛있긴 하지 키키,0
8079, 키키 나도 사실 공차 좋아하는데 그 지점은 안가, 왜 거기 나오는데 오래 걸려?,0
8080, 아니 안그래도 바쁜데 온다고 뭐라 할거같아, 아 맞아 친구 생각하면 안 가야되지...,0
8081, 응... 대신 배민으로 시켜 먹어야지, 아 뭐야 그게 키키,0
8082, 응... 대신 배민으로 시켜 먹어야지, 티 안나게 괴롭히기?,0
8083, 오늘 비오는데 우박 떨어지더라ㅠ, 헐 비오는데 우박?,0
8084, 오늘 비오는데 우박 떨어지더라ㅠ, 우박 맞으면 아파 ㅠㅠ,0
8085," 나 중국에 있을때 맞아봤는데 어우,,", 난 우박 떨어지는거 진짜 무섭더라,0
8086," 나 중국에 있을때 맞아봤는데 어우,,", 중국 어땠어?,0
8087, 중국은 날씨가 이상해서 우박도 커 키키, 맞아,0
8088, 중국은 날씨가 이상해서 우박도 커 키키, 왠지 중국은 우박 스케일 장난 아닐 듯 키키,0
8089, 그정도는 아니고 그건 과장!, 머리만 하면 너무 큰거 아니야? 키키,0
8090, 응 맞아 탁탁 떨어지잖아ㅠ, 어 맞아,0
8091, 응 맞아 탁탁 떨어지잖아ㅠ, 소리가 진짜 너무 무서운거 같아 ㅠㅠ,0
8092, 아무래도 겨울에 오지 않나?, 우산도 쓸모가 없고...,0
8093, 아무래도 겨울에 오지 않나?, 철 모자 사야되나 하하,0
8094, 요즘에 가족들끼리 커플 신발도 하나?, 가족들?,0
8095, 요즘에 가족들끼리 커플 신발도 하나?, 우리집은 커플 신발은 안 함 ㅠㅠ,0
8096, 아 이번에 아빠 생일인데 커플로 신고싶어서ㅠ, 티셔츠 이런건 봤는데 신발은 한번도 못 봤어 키키 해드려~,0
8097, 응 하하 아빠랑 좋은 추억 만들고싶어, 아빠가 받으시면 엄청 좋아하시긴 하겠다!,0
8098, 응 하하 엄마가 질투할거 같아, 응 항상 부모님 선물 잘 챙겨드리는거 같아 키키,0
8099, 응 하하 엄마가 질투할거 같아, 엄마도 같이 해서 드려,0
8100, 응 엄마 선물도 같이 준비하려고!, 웅 그냥 가족템으로 하나 준비 해!,0
8101, 음 두분 티셔트를 준비해드릴까?, 오 그것도 나쁘지 않을 듯 하하,0
8102, 너 이번에 결혼 한다면서?, 헐 뭐야 너 벌써 결혼 해?,0
8103, 와우 너 진짜 멋지다 키키, 대박이다 여자친구가 엄청 감동 받았겠어 키키,0
8104, 멋지고 터프하게?, 프로포즈는 어떻게 준비 했어?,0
8105, 그러게 어떻게 준비 한 거야?, 맞아 궁금해 후기 알려 줘 키키,0
8106, 오 어떤 식으로 이용했는데? 응?, 아 요즘 코시국이라 그렇게 많이 하는 거 같더라 키키,0
8107," 와, 너 은근 멋있다 임마", 거기 앉아서 사진도 많이 찍고 그렇던데 키키,0
8108, 이번에 부모님 크게 싸우셨어 ㅠ, 아이고 왠일로 싸우셨데 ㅠㅠ 화목하잖어 ㅠㅠ,0
8109, 방 안에서 싸우셔가지고 몰라 ㅠ, 그래서 집안 분위기 별로야? ㅠㅠ,0
8110, 응 집안 분위기 완전 싸늘, 어떻게 풀 수 있는 방법 없나?,0
8111, 안그래도 부모님 좋아하는 거 보고있어 키키, 원래 먹으면서 말 하다보면 풀려 키키,0
8112, 응 너 진짜 기억력 좋다, 와 닭발 좋지 오돌뼈도 같이 시켜서 먹자,0
8113, 응 지금 바로 시켜야겠다, 지금 시켜서 빨리 화해 시켜 드리자 하하,0
8114, 슬기로운 산촌생활 너무 재밌어ㅠ, 아 그거 슬의생 예능 인기 많더라 하하,0
8115, 지금 토마토 카레 먹는데 죽인다..., 그거 삼시세끼?,0
8116, 지금 토마토 카레 먹는데 죽인다..., 그 예능으로 하는거 맞지?,0
8117, 삼시세끼 비슷한거 같아, 키키 왠지 대답 안 하는게 지금 배민 켰다,0
8118," 키키 어,, 약간 들킨 기분ㅎ...", 맞아 그런거 보면 나도 모르게 시키고 있음 키키,0
8119, 키키 이런건 너무 잘 알지 말라고, 맞아 근데 1인분 카레 배달 오는데 있어?,0
8120, 1인분 배달, 오 대박,0
8121, 1인분 배달, 그럼 먹을만 하지 키키,0
8122, 요즘도 군대에서 위장크림 발라?, 웅 그거 화장품 가게에서 많이 사가지 않아?,0
8123, 갑자기 군대 예능보니까 생각나서 키키, 나 예전에 오빠 군대 갈 때 위장크림 화장품 가게에서 사서 보내줬는데 키키,0
8124, 아니 사실 내 친오빠가 그러더라고 위장크림, 웅 그거 안에도 파는데 피부에 별로래 ㅠㅠ,0
8125, 바르고 훈련해서 눈 따가웠데 ㅠ, 아 그거 지우는 것도 엄청 일일듯...,0
8126, 안그래도 눈 안 좋은데 ㅠ, 아이고 오빠 고생 많이 하셨겠네 ㅠㅠ,0
8127, 걱정해줘서 고마워, 눈 주변만 잘 피해서 잘 바르시라그래 ㅠㅠ,0
