,Q,A
8173,1 : 응 엄마가 등산을 좋아하시더라고,2 : 거긴 올라갔다 내려오는데 얼마나 걸려?
8174,1 : 음 총 3시간 정도?,2 : 와 집 근처인데 산이 큰가 보다!
8175,1 : 응 하하 엄마랑 종종 같이 다녀야겠어,2 : 우리집 앞에 산은 30분이면 끝나는데 키키
8176,1 : 나 피어싱 하러 왔어 하하,2 : 헐 그거 하는데 안 아파?
8177,1 : 응 귀에 살짝 뚫었어!,2 : 오 이쁘겠네 키키
8178,1 : 응 귀에 살짝 뚫었어!,2 : 욱씬 거리지 않아?
8179,"1 : 코에 하고 싶었는데 너무 무서워,",2 : 아냐 그냥 귀에다 해 ㅠㅠ
8180,1 : 나 스우파 보고 피어싱에 치여서...,2 : 아 거기에 피어싱 한 분들 많아?
8181,1 : 응 진짜 너희도 봐봐...,2 : 어어 나도 한번 찾아서 봐야겠다 키키
8182,1 : 그럼 너희도 당장 하게 될 거다.,2 : 키키 아냐 나는 아파서 못 할 거 같아 키키
8183,1 : 나 이번에 화상으로 수업 듣다가 졸았잖아 키키,2 : 키키 인강 안 듣다가 왠일로 들었어!
8184,1 : 아니 기간이 좀 남아가지고 ㅠ,2 : 아항 그럼 조는 거 선생님이 보는 거야?
8185,"1 : 응, 아무래도 뭐라고 하실 거 같아 ㅠ",2 : 근데 선생님은 화면 창 많지 않아?
8186,1 : 응 근데 내가 제대로 졸았나봐 키키,2 : 키키 너무 웃겨
8187,1 : 응 근데 내가 제대로 졸았나봐 키키,2 : 아니야 조는 사람 많을 거 같아 키키
8188,1 : 다음엔 수업 들을 때 화면 꺼야겠어,2 : 모자 걸어두는 사람도 있데
8189,1 : 키키 그럼 모자 쓰고 화면 꺼야지!,2 : 다음엔 머리 잘 써서 수업 들어보자구 키키
8190,1 : 아 나 갑자기 쌀국수 먹고싶다,2 : 와 나도 쌀국수 ㅠㅠ 진짜 좋아하는데!
8191,1 : 근데 가게에서 시키기에는 너무 많아 ㅠ,2 : 베트남 음식이면 분짜 먹어 봤어?
8192,1 : 와 분짜 나 진짜 좋아하는데,2 : 어 그거 진짜 대존맛 ㅠ
8193,1 : 키키 그러니까 소스가 진짜 제대로야,2 : 맞아 나 그거 먹고 반했잖아 키키 먹고싶다 ㅠㅠ
8194,1 : 아 이러니까 시켜야할 거 같아,2 : 그거 한번 먹으면 빠져 나올 수 없어 시켜먹자!
8195,1 : 키키 그래 딱 오늘만 시켜먹자,2 : 이렇게 내일도 시켜 먹게 되었다고 한다...
8196,1 : 내 친구 이번에 독일마을 갔데,2 : 요즘 거기 사람들 많이 가네
8197,1 : 응 아무래도 유명한 관광지라 하하,2 : 맞아 그리고 따뜻하니 내려 가나봐 키키
8198,1 : 응 난 남해 안가봤는데 ㅠㅠ,2 : 맞아 나도 멀리 밑에까지 놀러 간 적은 없어 ㅠㅠ
8199,1 : 응! 아직 한번도 안가봤어,2 : 어 ㅠㅠ 한번 놀러 가고 싶다 ㅠㅠ
8200,1 : 맞아 남해는 멀어서 차타고 가야해,2 : 거기 교통으로는 가기 불편해? ㅠㅠ
8201,1 : 그래 우리 자차로 여행하자,2 : 오 구래 좋아 놀러가자! 레고레고~
8202,1 : 간만에 크아 하니까 재밌다,2 : 오 크아 그거 재밌지 키키
8203,1 : 왜 크아 지금 해도 재밌어,2 : 예전에 컴퓨터실에서 많이 했었는데 키키
8204,1 : 맞아 초딩 때 진짜 많이 했는데,2 : 물 풍선 난 진짜 느리게 놓고 그랬어 ㅠㅠ
8205,1 : 스피드 빨라지는 거 많이 먹어야돼,2 : 맞아 그리고 물풍선 갯수도 중요해 키키
8206,1 : 키키 맞아 갯수 진짜 중요해,2 : 물풍선 효과?
8207,1 : 키키 맞아 갯수 진짜 중요해,2 : 그건 뭐야? 하하
8208,"1 : 아, 나는 게임에 현질 안해ㅠ",2 : 헐랭... 역시 다 템빨인가 ㅠㅠ
8209,"1 : 아, 나는 게임에 현질 안해ㅠ",2 ; 나는 게임을 못 해
8210,"1 : 나 오늘 버스 놓쳤어,",2 : 헐 아침에 추운데 ㅠㅠ
8211,"1 : 나 오늘 버스 놓쳤어,",2 : 그래서 택시 탔어?
8212,1 : 아니 버스 정류장에 택시가 계속 서있어서 놓쳤어,2 : 헐 뭐야 택시가 왜 거기에 서있어 ㅡㅡ
8213,1 : 아니~ 가는길에 과장님 차~,2 : 오 과장님 나이스~ 이득
8214,1 : 응 길 가는데 마주쳤지 뭐야~,2 : 키키 그나마 다행이네 과장님 지나가서 하하
8215,1 : 응 당연히 속으로만 이득~,2 : 버스비도 아끼고 따숩고 편하게~
8216,1 : 응 그럼 퇴근길도 부탁해볼까?,2 : 맞아 지나가는 길이면 카플 해달라고 그래!
8217,1 : 나 오늘 가족사진 찍으러 왔어 하하,2 : 오 대박 지금 꾸미고 있어?
8218,1 : 응 다같이 미용실 왔어 하하,2 : 오 엄마 엄청 이쁘게 해달라고 그래!
8219,1 : 여기 안에 미용실도 다 있어!,2 : 요즘 사진관 되게 좋게 잘 되있더라고!
8220,1 : 응 다 찍고 소개시켜줄께,2 : 웅 거기 포토샵 잘 하나 보고 키키
8221,1 : 아마도 퀄리티가 진짜 좋을 거 같아,2 : 사진 퀄 좋게 나오면 기분이 좋쥬
8222,1 : 포토샵은 필수로 꼭 봐줘야지,2 : 맞아 못 나와도 포토샵으로 살릴 수 있다고 키키
8223,1 : 이번에 토익1반 된 사람?,2 : 음 저는 아닌 거 같아요 하하
8224,"1 : 아, 이번에 스터디 같이 못하겠네",2 : 웅 그런가봐 ㅠㅠ
8225,"1 : 아, 이번에 스터디 같이 못하겠네",2 : 이번에는 떨어졌다 아숩
8226,1 : 거의 반 안에서 하지 않나?,2 : 웅 반 안에서 할 거 같은데 ㅠㅠ
8227,1 : 응 그래서 반끼리 스터디 하나봐,2 : 그럼 우리는 못 만나겠다 ㅠㅠ
8228,1 : 응 나도 바로 구해야겠어 ㅠ,2 : 어어 나도 지금 구하러 가야겠다 ㅠㅠ
8229,1 : 응 스터디원 구하는 거 서로 도와주기!,2 : 좋아 서로 구하는 거 도와주자고 하하
8230,1 : 지금 세상에 이런일이에 뭐 나오는줄 알아?,2 : 아 그거 아직 하는구나 키키
8231,1 : 지금 세상에 이런일이에 뭐 나오는줄 알아?,2 : 뭐 나오는데?
8232,1 : 뱀 5마리 키우는 남자!,2 : 와 대박 뱀 키우는 사람 은근 많아 ㅠㅠ
8233,1 : 응 근데 은근 귀여워!,2 : 난 뱀 무서워서 못 키울 거 같은데 ㅠㅠ
8234,1 :  은근 귀여운 구석이 많아,2 : 뱀도 주인을 알아 볼 수 있나? ㅠㅠ
8235,1 : 알아볼 수 있지 않을까...?,2 : 나 전에 뱀 키우는 사람이 뱀이 자기를 안길래 애교 부리는 건줄 알았는데 그거 잡아 먹으려고 했던거래...
8236,1 : 헐... 그럼 난 못 키우겠다,2 : 그 말 듣고 무서워서 뱀은 싫더라고 ㅠㅠ
8237,1 : 아 알바 또 짤렸어,2 : 왜 짤렸어
8238,1 : 아 알바 또 짤렸어,2 :무슨 맨날 짤려 키키
8239,1 : 이번엔 고깃집인데 서비스가 부족했나 봐,2 : 엥 무슨 서비스를 더 하라는 거야 키키
8240,1 : 키키 아 내가 별로 안 웃었나 봐,2 : 인사성이 별로 없나 보네
8241,1 : 키키 아 내가 별로 안 웃었나 봐,2 : 좀 웃어 키키
8242,1 : 키키 나 최대한으로 엄청 웃었어,2 : 환하게 좀 웃으면서 반겨줘 인상이 안 좋나?
8243,1 : 다음엔 그냥 알바 안 해야겠다,2 : 어어 그냥 직장 다녀 ㅠㅠ
8244,1 : 그냥 바로 취준 하던가 해야겠어,2 : 응 진득하게 직장으로 다녀보자 키키
8245,1 : 나 오늘 국화빵 사 먹었어 키키,2 : 헐 벌써 국화빵이 나와?
8246,1 : 날이 추워서 그런지 거리에 있더라,2 : 바람도 많이 불어서 나 얼마 전에 장갑 샀잖아 키키
8247,1 : 응 그래서 저녁에는 창문 닫고 자ㅠㅠ,2 : 나도 전기장판 틀고 자잖아~
8248,1 : 나는 추위를 많이 타서 더 그래ㅠ,2 : 맞아
8249,1 : 나는 추위를 많이 타서 더 그래ㅠ,2 : 나 벌써 롱패딩도 꺼냈어
8250,1 : 쟤도 추위 엄청 탈 걸?,2 : 키키 맞아ㅠ
8251,1 : 쟤도 추위 엄청 탈 걸?,2 : 겨울에는 목이랑 손이 따뜻해야 해
8252,1 : 얼마 전에 탑텐 세일 하더라,2 : 나는 그럼 숏패딩도 하나 사야겠다
8253,1 : 나는 먼저 패딩부터 꺼내야지,2 : 나는 장갑 좀 더 사야겠다
8254,1 : 나 오늘 지하철 놓쳤어ㅠ,2 : 워메 또 택시 타고 갔겠네 키키
8255,1 : 계단 내려오자 마자 출발하더라 키키,2 : 헐 그럼 다음 거 바로 와서 탔어?
8256,1 : 다음거 7분이나 기다려서 탔어ㅠ,2 : 아 7분 간격으로 있나 보네 키키
8257,1 : 다음거 7분이나 기다려서 탔어ㅠ,2 : 좀 길다 ㅠㅠ
8258,1 : 차라리 그냥 택시 타고 갈 걸ㅠㅠ,2 : 택시 타
8259,1 : 차라리 그냥 택시 타고 갈 걸ㅠㅠ,2 : 나는 맨날 카카오 택시
8260,1 : 오늘 괜히 지하철 탔더니 지각했어,2 : 지각 그만 해 안 짤리는 게 신기 키키
8261,1 : 키키 역시 내 늦잠이 문제야,2 : 난 맨날 내가 운전해도 지각해 키키
8262,1 : 너 이번에 제대 했다며?,2 : 나는 나온 지 오래 됐는데 키키
8263,1 : 이번에 제대한 느낌이 어때,2 : 그러니까 키키 밖에 나오니 세상 좋지?
8264,1 : 키키 피엑스에서 선물은 좀 사왔냐,2 : 맞아
8265,1 : 키키 피엑스에서 선물은 좀 사왔냐,2 : 우리 것 좀 한두 개 사오지 키키
8266,1 : 나 피엑스에서 파는 크림 가지고 싶어ㅎ,2 : 왜 안 사와
8267,1 : 나 피엑스에서 파는 크림 가지고 싶어ㅎ,2 : 하나 사와야지 후리스
8268,1 : 키키 그럼 너 예비군까지 기다릴게,2 : 쳐다보기도 싫다니 키키 우리는 쳐다보고 싶어 키키
8269,1 : 키키 우리 후리스도 사다가 주는 거야?,2 : 아 진짜 너무 끔찍해
8270,1 : 키키 우리 후리스도 사다가 주는 거야?,2 : 제발 조용히 해줄래
8271,1 : 웨이브에서도 영화 많이 있어?,2 : 음 거기는 공중파 많다고 하던데
8272,1 : 넷플릭스처럼 영화는 따로 없구나 ㅠ,2 : 나 웨이브에서 만화 봤었어 키키
8273,1 : 나 어제 포레스트 봤는데 완전 힐링 ㅠㅠ,2 : 어 너 힐링 영화 좋아하더라 키키
8274,1 : 아 김태리가 너무 예뻤어 ㅠㅠ,2 : 아 김태리 이쁘지
8275,1 : 아 김태리가 너무 예뻤어 ㅠㅠ,2 : 진짜 이쁘지
8276,1 : 쩔어,2 : 김태리가 하녀에 나왔었나?
8277,1 : 쩔어,2 : 기억 안 나는데
8278,1 : 마이 네임?,2 : 네임 당연히 봤지
8279,1 : 마이 네임?,2 : 한소희 존예
8280,1 : 나 꼬꼬무 보는데 몰입력 짱이야,2 : 아 그거 진짜 장난 아니지 키키
8281,1 : 손에 땀을 쥐고 본다,2 : 꼬리에 꼬리를 무는 이야기 키키
8282,1 : 이거 약간 스토리텔링 다큐?,2 : 맞아
8283,1 : 이거 약간 스토리텔링 다큐?,2 : 근데 장난 아냐
8284,1 : 이거 약간 스토리텔링 다큐?,2 : 몰입하고 집중하게 됨
8285,1 : 몰입력이 진짜 장난 아니야...,2 : 어 이거 인기 쩌는데
8286,1 : 몰입력이 진짜 장난 아니야...,2 : 아직도 안 봄?
8287,1 : 맨날 패널 바뀌면서 쩔어 키키,2 : 가끔 밤에 보다가 잠 못 자 키키
8288,1 : 나중에 재방송으로 다시 봐야지,2 : 나중에 그것도 몰아서 봐야겠어 키키
8289,1 : 아 아시아나 항공에서 이번에 뭐 한다던데,2 : 아시아나 항공?
8290,1 : 아 아시아나 항공에서 이번에 뭐 한다던데,2 : 뭐 한다는 거지 키키
8291,1 : 아 아시아나 항공에서 이번에 뭐 한다던데,2 : 궁금
8292,1 : 국내선에서도 이제 비즈니스 좌석한대,2 : 오 대박 국내선도?
8293,1 : 국내선에서도 이제 비즈니스 좌석한대,2 : 제주도 가는 거 생기는 건가
8294,1 : 응 예전에 있었는데 없어졌었대,2 : 근데 국내선 비즈니스는 좀 아까워 ㅠㅠ
8295,1 : 근데 국내선인데 비즈니스면 아깝다,2 : 응 별로 안 걸리는데 아까울 거 같아 키키
8296,1 : 그렇게 값이 비싸진 않겠지?,2 : 그래도 금액이 나가지 않을까?
8297,1 : 기회 되면 타고 서울 가 봐야지 하하,2 : 한번쯤 경험으로 타 보는 거 괜찮을 듯 키키
8298,1 : 우리 엄마 수면 양말 신음 키키,2 : 아 벌써 꺼내셨구나 키키
8299,1 : 우리 엄마 수면 양말 신음 키키,2 : 신을 때 됐지 키키
8300,1 : 우리 집이 추워진다는 건 겨울이 왔다는 것...,2 : 맞아
8301,1 : 우리 집이 추워진다는 건 겨울이 왔다는 것...,2 : 겨울이 슬슬 오는 거 같아 키키
8302,1 : 이제 곧 거리에 붕어빵이 있겠군,2 : 지금 전기장판 없이 못 살아
8303,1 : 이제 곧 거리에 붕어빵이 있겠군,2 : 헐 붕어빵!
8304,1 : 내 사랑 땅콩빵도 있겠지...,2 : 나 오뎅 국물 너무 먹고 싶다... 키키
8305,1 : 그래도 바람 많이 부는 건 싫어 ㅠ,2 : 어 맞아
8306,1 : 그래도 바람 많이 부는 건 싫어 ㅠ,2 : 바람 불면 눈 뜨기 힘들어 키키
8307,1 : 거리에서 같이 어묵 먹자 헷,2 : 좋아 좋아
8308,1 : 거리에서 같이 어묵 먹자 헷,2 : 길거리 음식 최고지 키키
8309,1 : 나 이번에 브랜디에서 옷 샀어 하하,2 : 오 거기서 뭐 주문했어?
8310,1 : 근데 사이즈를 잘못 선택한 거 있지 하하,2 : 헐 그럼 품절해야겠네 키키
8311,1 : 반품하려는데 돈이 아까워서 못 해 ㅠ,2 : 갑자기 안마기? 키키
8312,1 : 반품하려는데 돈이 아까워서 못 해 ㅠ,2 : 어디 아파?
8313,1 : 반품하려는데 돈이 아까워서 못 해 ㅠ,2 : 반품 빨리 해
8314,1 : 반품하려는데 돈이 아까워서 못 해 ㅠ,2 : 안 하는 게 더 아까워
8315,1 : 그건 따로 안 찾아봤는데 ㅠ,2 : 거기 무슨 사이튼데 안마기도 팔아?
8316,1 : 응 하하 아마도 여기는 옷만 파는 건가 봐,2 : 거기 내 여자친구도 자주 쓰는 쇼핑몰인 거 같던데 키키
8317,1 : 키키 응 이참에 겨울옷 사 봐,2 : 응 너도 쇼핑해
8318,1 : 키키 응 이참에 겨울옷 사 봐,2 : 옷 너무 없어
8319,1 : 아 일본 강제 동원 배상 아직도 안 했다네,2 : 엥 일본 강제 동원 했던 건 뭐야?
8320,1 : 결과가 나온 지가 언젠데 변화가 없대,2 : 뭐야
8321,1 : 결과가 나온 지가 언젠데 변화가 없대,2 : 이건 왜 내가 몰라
8322,1 : 일본 위안부 강제 동원 사실 인정한 거,2 : 아아 그거
8323,1 : 일본 위안부 강제 동원 사실 인정한 거,2 : 배상 왜 안 해 준대?
8324,1 : 인정하면 빨리 배상하고 사과해야지,2 : 인정했으면 배상을 해 줘야지
8325,1 : 인정하면 빨리 배상하고 사과해야지,2 : 사과도 하고
8326,1 : 이건 진짜 태도가 아니야,2 : 내 말이
8327,1 : 이건 진짜 태도가 아니야,2 : 태도가 영 마음에 안 들어
8328,1 : 국가의 이미지가 점점 안 좋아지고 있어,2 : 어어
8329,1 : 국가의 이미지가 점점 안 좋아지고 있어,2 : 이미지 생각해서 빨리 처리했으면 좋겠다
8330,1 : 너 이번에 안과 다녀왔어?,2 : 아니
8331,1 : 너 이번에 안과 다녀왔어?,2 : 나 병원 잘 안 가 키키
8332,1 : 전에 눈이 좀 침침하다며,2 : 아 근데 귀찮아서 못 가겠어 키키
8333,1 : 아 그게 백내장 때문인 거야?,2 : 헐 뭐야
8334,1 : 아 그게 백내장 때문인 거야?,2 : 너 백내장이야?
8335,1 : 아이고 꾸준히 검진 받아야겠다,2 : 아 너도 건강 잘 챙겨
8336,1 : 아이고 꾸준히 검진 받아야겠다,2 : 병원 가고
8337,1 : 그게 요즘 젊은 사람들한테도 나온대,2 : 어어 병원 자주 다녀
8338,1 : 그게 요즘 젊은 사람들한테도 나온대,2 : 건강 챙겨야지
8339,1 : 아마도 스마트폰을 자주 봐서 그런가 봐,2 : 응 우리 전자 기기 멀리해야 해
8340,1 : 나 오늘 눈썹 문신 하러 옴 하하,2 : 헐 그거 엄청 아프다고 그러던데
8341,1 : 피부 긁는 거라고 하던데,2 : 와 너는 언제 했어 키키
8342,1 : 피부 긁는 거라고 하던데,2 : 안 아파?
8343,1 : 요즘은 남자들도 많이 하더라?,2 : 맞아
8344,1 : 요즘은 남자들도 많이 하더라?,2 : 남자들도 잘 꾸미고 다니잖아 키키
8345,1 : 해 놓으면 거의 반영구니까,2 : 나만 안 하나 봐 ㅠㅠ
8346,1 : 해 놓으면 거의 반영구니까,2 : 나도 좀 해야 되나 키키
8347,1 : 키키 그거 며칠은 기다려야 해 좀,2 : 짱구래 키키
8348,1 : 키키 그거 며칠은 기다려야 해 좀,2 : 궁금하다
8349,1 : 키키 그거 며칠은 기다려야 해 좀,2 : 사진 좀 보내 봐 바 키키
8350,1 : 나도 좀 해야 해,2 : 에이 본인이 하고 싶으면 하는 거지 키키
8351,1 : 나 남친이랑 카라반 여행 왔어 ㅠㅠ,2 : 대박
8352,1 : 나 남친이랑 카라반 여행 왔어 ㅠㅠ,2 : 카라반 나도 갈래
8353,1 : 카라반 처음 오는데 짱 좋아 ㅠ,2 : 어 그거 진짜 좋다고 하더라 ㅠㅠ
8354,1 : 카라반 처음 오는데 짱 좋아 ㅠ,2 : 안에 다 있어?
8355,1 : 아 집에 안 가고 싶다...,2 : 내부가 제일 궁금해 키키
8356,1 : 아 집에 안 가고 싶다...,2 : 어떻게 생김?
8357,1 : 먹을 거만 사 와,2 : 오케
8358,1 : 먹을 거만 사 와,2 : 그럼 먹을 거 들고 거기로 갈게 키키
8359,1 : 그냥 진짜 자그마한 집이야,2 : 오 있을 거 다 있나 보네 하하
8360,1 : 진짜 몸만 오면 돼 키키,2 : 앞에 경치 좋은 데 맞지?
8361,1 : 나 이번에 스노쿨링 해 볼 거야,2 : 아 그거 재밌어
8362,1 : 나 이번에 스노쿨링 해 볼 거야,2 : 나 그거 좋아해
8363,1 : 물은 무섭지만 재밌을 거 같아 ㅠ,2 : 너 어디로 가서 하려고?
8364,1 : 나 제주도 생각하고 있는데,2 : 나도 데리고 가라
8365,1 : 나 제주도 생각하고 있는데,2 : 나도 하고 싶어 키키
8366,1 : 전에 해녀체험 해 봤더니 재밌더라고,2 : 헐 해녀 체험 그거 어땠어?
8367,1 : 전에 해녀체험 해 봤더니 재밌더라고,2 : 궁금
8368,1 : 아니야,2 : 키키 물놀이 하면 겁 없어져 재밌어서
8369,1 : 이번 도전으로 물이랑 친해지기 도전!,2 : 오 좋아
8370,1 : 이번 도전으로 물이랑 친해지기 도전!,2 : 그러고 물놀이 다지나 키키
8371,1 : 너 이번에 가족 여행 갔다며,2 : 어 맞아
8372,1 : 너 이번에 가족 여행 갔다며,2 : 나 이번에 여행 감 키키
8373,1 : 다 같이 펜션 빌려서 간 거야?,2 : 어어
8374,1 : 다 같이 펜션 빌려서 간 거야?,2 : 우리는 펜션 빌렸어 너는?
8375,1 : 나는 아니지,2 : 나는 제주도 갔다 왔어 키키
8376,1 : 나는 아니지,2 : 바닷가 갔지요
